title,company,location,link,salary
Senior Technical Lead,Thales,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=3e53bbcc2be8543d&bb=42dL0usYkOwPSzkQ3Y65iojegIf-n4YHHy2laZdFq4zHccxdNQv-nmp9IUnl1FTa&xkcb=SoDr67M3GymeEzWzDx0PbzkdCdPP&fccid=b920aab5fd60595d&vjs=3,Full-time
Manager,PwC,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=cc5f0f4ce7e35b37&bb=gZ--vMgzrm18FnKo4AuNZW8mzrI80bCsU5flIpTjftk4Q9gel4Rtyms6xesJ8TFe&xkcb=SoC967M3GymeEz2zDx0LbzkdCdPP&fccid=5e964c4afc56b180&vjs=3,Full-time
[Caseware] Lead Developer (GenAI) | Experience 6-8 Years IRC207952,GlobalLogic,"Remote in Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=5f6dd1ecd3754a07&bb=gZ--vMgzrm1RhRlM598gfaZB5enVjCD4RlnV8KS2X0wqolS3u0b-hVudQ9db9juF&xkcb=SoCU67M3GymeEz2zDx0JbzkdCdPP&fccid=2fc4897d673d53b9&vjs=3,
Principal Metallurgist,Lummus Technology,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=68e71afcd2ca3aad&bb=gZ--vMgzrm2l9QKMAissQRkdoN-SXVvxsSDUSLwVYbE9HdTVcjiCcqwRqCgTfTC7&xkcb=SoCu67M3GymeEz2zDx0PbzkdCdPP&fccid=2ddb8a517398f97b&vjs=3,Full-time
Senior Software Engineer- Salesforce,BOLD LLC,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=91179c82f2eb7f27&bb=S8LEyj4FSb61fo7jeQybR86Nj_waZ6hgpt2vkxtfWYItqxjypHwPwzDkVARQjF88&xkcb=SoAz67M3GymeEyWzDx0LbzkdCdPP&fccid=5b3657797716a28a&vjs=3,
Manager - Application Development (.Net),Ameriprise India,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=e1087d488bcdf542&bb=S8LEyj4FSb6VN_fDo0I4mKeX0kvraxNmzpqy5EjL6f5WrGEZlNhKzbvaOmjzX2Mh&xkcb=SoCu67M3GymeEyWzDx0IbzkdCdPP&fccid=990782d378c3e8b6&vjs=3,Full-time
Sr. Python Developer,iXceed Solutions,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=842eac34ce8e1756&bb=S8LEyj4FSb6qOR0TlubOKF8vvN9oGmj_rZC_sQkgTWdfnWHh34HfvAxxR7Z3Ug1n&xkcb=SoAJ67M3GymeEyWzDx0NbzkdCdPP&fccid=0098b51334dc7c7a&cmp=iXceed-Solutions&ti=Python+Developer&vjs=3,"₹20,00,000 - ₹30,00,000 a year"
Software Developer,Oracle,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=04e97102f40e3217&bb=SLvwDOtNe4c35gWipcZikBd7deOl3YvdlwIDt_4b6gdyxRpHhWQB1P14fIfmHs0H&xkcb=SoDC67M3GymeEy2zDx0KbzkdCdPP&fccid=cd22d01053af7669&vjs=3,Full-time
Python Developer,TeamPlus Staffing Solution Pvt Ltd,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=30338640f0d4b152&bb=SLvwDOtNe4daBgk6qWH0nrczvSRDB0ubMhQ9CawW_CUPXIrs5KGZEKnsXFGb3Fme&xkcb=SoDr67M3GymeEy2zDx0IbzkdCdPP&fccid=ca2f37dcc1820233&vjs=3,Permanent
Software Developer (Java/Scala/Python - Spark),HowToAbroad,"Hybrid remote in Delhi, Delhi",https://in.indeed.com/rc/clk?jk=4da7d21f61724ef7&bb=iKjUjn6dOjDFo2JAJDuT3ttoLZxMSw7qJkyWxXUGI54L2xfM7_pRqIY8glM-WEDr&xkcb=SoB267M3GymeE9WzDx0JbzkdCdPP&fccid=e5f4fb67903f62a7&cmp=HowToAbroad&ti=Software+Engineer&vjs=3,"₹3,00,000 - ₹7,00,000 a year"
Website Designer and Developer,Sigma Insys,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=dd2043cbfc082041&bb=knr3Em_jjB_6sNSbrUhG-Zr4317lrvwMMsiuEKCNDddRuwFBkRNgywgEQXtcb0TD&xkcb=SoAp67M3GymdtuAKdT0LbzkdCdPP&fccid=52a6db9eaae1bf80&cmp=Sigma-Insys&ti=Web+Designer&vjs=3,"₹5,933.64 - ₹14,999.00 a month"
Front End/UI Developer,Matrix Intertech Pvt.Ltd.,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=7e2b5be657eff7b7&bb=9mB8m2TkqFd8eXHgwtQ81v415hDRgq3ZxYeAkn-9gkSznwuPJ8BU3vzgJfxiGlHT&xkcb=SoDa67M3GymdtpAKdT0LbzkdCdPP&fccid=14944ea4142351af&cmp=Matrix-Intertech-Pvt.Ltd.&ti=Front+End+Developer&vjs=3,"₹35,000 - ₹50,000 a month"
RPA UiPath Developer,Rapsys Technologies,"Greater Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=ebfd2146c43864ca&bb=9mB8m2TkqFeSyxKYsDTgy6JvbUC1SXuh37obvUb7j2geX3xdans6eZYj_DDh3MQY&xkcb=SoDz67M3GymdtpAKdT0JbzkdCdPP&fccid=2ee7e763025b1d5d&cmp=Rapsys-Technologies-Pte.-Ltd&ti=Developer&vjs=3,Full-time
Analyst - Customer Insights & Analytics IKC,United Airlines,"Gurugram, Haryana",https://in.indeed.com/rc/clk?jk=ee58fe00867d587b&bb=x1nzg6yDKrlE1F4IMhAL3ZIng_ruT5vEBZECv0etx9EdLbBdmxq36V2Gl2sCB9S3&xkcb=SoAr67M3GymdtpgKdT0KbzkdCdPP&fccid=e69f69636a9997cd&vjs=3,Full-time
Technical Support Escalation Engineer,PubNub,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=c000eb10384e39a0&bb=x1nzg6yDKrlszBgXlSstt9gaQ7is3_lksGmkilcmzathKzJ8C4NUVLELPIqCrRZr&xkcb=SoAC67M3GymdtpgKdT0IbzkdCdPP&fccid=8e4e5cd1b0da1031&vjs=3,
Open AI Developer | 4 to 10 years | PAN India,Capgemini Invent,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=8c25ec36af5496a7&bb=x1nzg6yDKrnPHWMcYUYUmIFTRzd07esZNionD4lcdPLDasehX59fK-K2iBp0FjkX&xkcb=SoA467M3GymdtpgKdT0ObzkdCdPP&fccid=5d72e2fe76078b02&vjs=3,Permanent
Sr Analyst - Customer Insights & Analytics IKC,United Airlines,"Gurugram, Haryana",https://in.indeed.com/rc/clk?jk=f6929d23cb7b7833&bb=hinnShapftMUXspO82w8Y_-QSXuUcx6q-DrLtBYYy4q2G9MJABvodatFPv_k2Ff2&xkcb=SoA467M3GymdtoAKdT0JbzkdCdPP&fccid=e69f69636a9997cd&vjs=3,Full-time
QA Automation Tester,Togopool Private Limited,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=da50d353b14f53df&bb=hinnShapftNfDXRYygPgDfT8ED8x3nfvocka8cr8Quit-poqoriRgDlsuXFTGXRt&xkcb=SoAC67M3GymdtoAKdT0PbzkdCdPP&fccid=dc5fe9270fd967cc&cmp=Carrers-job&ti=Automation+Engineer&vjs=3,"₹3,48,822.94 - ₹14,25,666.38 a year"
Sr Site Reliability Engineer/DevOps,Insight Enterprises,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=f5ee99b3ee6ac466&bb=BcfJ5pbzsi2Ac_PLGE99BiAmh9dnWQzxVHn72K7m72z6g8UiZ6kFI2zYVWx7nfov&xkcb=SoDg67M3GymdtogKdT0KbzkdCdPP&fccid=69247daab4a84a92&vjs=3,
Principal Lead-Application Development JAVA,Ameriprise India,"Remote in Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=ad34baa3741283db&bb=BcfJ5pbzsi2YN1UO-QZK4f9cYQswl_Y3pkOUqo4-1Ta2IWevdsdtTQLx0wI85V-2&xkcb=SoDJ67M3GymdtogKdT0IbzkdCdPP&fccid=990782d378c3e8b6&vjs=3,Full-time
Senior SAP Developer,Flintex Consulting Pte Ltd,"Hybrid remote in Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=65df97e1a18edc2f&bb=NZ5INeOs7QygMNgU7ymS_PYaKUx6JBT74xQPtvZagwuZr7wDFiPwtdg7IYMkYGpW&xkcb=SoAN67M3GymdtrAKdT0LbzkdCdPP&fccid=f89f84387a059028&vjs=3,"₹21,00,000 - ₹28,00,000 a year"
Python/Django Developer,Corewave Tech Pvt. Ltd.,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=984514eb79accfcd&bb=NZ5INeOs7QwPlK5piKtHAcE2YxwDTryv7QlDwu3f19Y2wSAiktpv3uWZA9Uu-TW5&xkcb=SoAk67M3GymdtrAKdT0JbzkdCdPP&fccid=ce3f84e6c3e52f69&cmp=Corewave-Tech-Pvt.-Ltd.&ti=Python+Developer&vjs=3,"₹2,40,000 - ₹3,60,000 a year"
DevOps Engineer-CI/CD,Thales,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=b0430d7c44214b46&bb=NZ5INeOs7Qy1T1SBGqKw27EPjal3vdgoc9bJYHxqY9ifxxIX3TVfb8j17KIiuaZO&xkcb=SoAe67M3GymdtrAKdT0PbzkdCdPP&fccid=b920aab5fd60595d&vjs=3,Full-time
Google Cloud Dataflow Application Developer,Accenture,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=e70c5644f5bf325d&bb=SIMCXPZKqkzI8KqOsVO-A1YUV6kTGLmFu_Xhn4-6P4X6XypfSWjjHk-nEKsQkOqG&xkcb=SoBI67M3GymdtrgKdT0LbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Full-time
Software Development Engineer in Test I,Monotype,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=d9a49c18e2427a87&bb=SIMCXPZKqkyZmh7-2vb_Z1NSFkHzo3Vkqpya7ji6RjetVd_i_567zwvw37cFSPBG&xkcb=SoBh67M3GymdtrgKdT0JbzkdCdPP&fccid=7f7f4dad33c67c74&vjs=3,Full-time
Senior Data Engineer,TECH NEXT,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=fa6df0b50e58cbd9&bb=zWgXvG_s2Pfn6LkDKGgcLBKDKG2d0cZNgPQ1uxnSbv7diLNHwz0xBCGOWaaoAqZy&xkcb=SoDg67M3GymdKuAI-z0KbzkdCdPP&fccid=a9d28725facae1d5&cmp=Tech-Next&ti=Data+Engineer&vjs=3,"₹70,000 - ₹80,000 a month"
Software Engineer,S&P Global,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=fc393e84ac4c44fd&bb=6QqcdkuNFLBJxUTOl3n-1zu7Rds65xC_b6byv0Z18J8gcEcAn_sTN4B1gY8o2T0l&xkcb=SoA467M3GymdKugI-z0JbzkdCdPP&fccid=b716e44d2c6283e7&vjs=3,
Odoo Developer,AJAY GOEL TEXTILES PRIVATE LIMITED,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=87e97ee0fcb3f332&bb=6QqcdkuNFLAKbz4xw4rtkEJgDY0Ko2IIxje-IAd7BIaQPs8tO9VLRhFmNnPRoDuw&xkcb=SoC267M3GymdKugI-z0ObzkdCdPP&fccid=098be37c34f58a88&cmp=Ajay-Goel-Textiles-Private-Limited&ti=Developer&vjs=3,Full-time
Snowflake Data Warehouse Application Developer,Accenture,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=a61ecc61d957be53&bb=2kDWJCu73VeVpO3DV2657kZ-qSJSNNhntj4foW0wtZkSCPNMCnGkAWJZNnB_GuuH&xkcb=SoAT67M3GymdKpAI-z0KbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Full-time
"Senior Software Engineer I, QE",DFLabs,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=43a2408b8f3ae651&bb=2kDWJCu73VdkFqPupl_ficccEX7FrpC3tyjwG0B9ew3FzSAxrNvpZ4TX52Z9g05D&xkcb=SoA667M3GymdKpAI-z0IbzkdCdPP&fccid=d3874ef27e9aa4da&vjs=3,
"Senior Software Engineer I, QE",Sumo Logic,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=0c2e71d5cfcca3fb&bb=AE54UAJ3EZ-RtcjLmRQt-AsrQbm0wsDG13NeQFGOiXundGBLT-BIZlumQTSN1uwS&xkcb=SoBW67M3GymdKpgI-z0KbzkdCdPP&fccid=cd16d7546cac8264&vjs=3,
Senior Software Test Engineer,Coursera,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=5711861c5ae52f0b&bb=AE54UAJ3EZ_X2rMBVsVd3hBeGyFKycMwHP3cai-RyTCkp7jkxtbGiIv4IGYyXIbO&xkcb=SoBF67M3GymdKpgI-z0ObzkdCdPP&fccid=ef63980be6005ec6&vjs=3,
Principal Consultant - ETL Full stack Developer,Genpact,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=f03298591ae63d35&bb=AE54UAJ3EZ8mQS85L6rhrZv5cyiVlMD6Z_g7TrVNDYQ1Ey0g7gl4UjudkdzQVyro&xkcb=SoBs67M3GymdKpgI-z0MbzkdCdPP&fccid=afe30394bfba1470&vjs=3,Full-time
Full Stack Developer (Python and JavaScript must),Super Ad Media Pvt Limited,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=69fa84246a477827&bb=fMeNE_RDyXZ90BVSU8OGlAVhry0PoDASpivEDFeQSX0lQU7p-O721BFQ0H8XhnMm&xkcb=SoBs67M3GymdKoAI-z0LbzkdCdPP&fccid=7e492b800083b88d&cmp=Super-Ad-Media-Pvt-Limited&ti=Full+Stack+Developer&vjs=3,"₹9,00,000 - ₹11,00,000 a year"
Python Developer,Intrics Solutions Pvt Ltd,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=8455335e300c214f&bb=fMeNE_RDyXYnMwby6vkKgVjpLomuHgyP9QDqGWL9igPsYcPagLfxz9d3vCksCNgj&xkcb=SoDL67M3GymdKoAI-z0ObzkdCdPP&fccid=aab2c9cc1e2505d0&cmp=Intrics-Solutions-Pvt-Ltd&ti=Python+Developer&vjs=3,"₹25,000 - ₹32,000 a month"
Python Developer (Internship),Speqto Technologies Pvt Ltd.,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=403aa8134fdc6637&bb=fMeNE_RDyXabFBY6h-YfnIZSRcAWUQpYZLUIxoPO6vEiY3uhAsIm0nTNyTvH7dVi&xkcb=SoAL67M3GymdKoAI-z0DbzkdCdPP&fccid=5d49afd3519d2f32&cmp=Speqto-Technologies-Pvt-Ltd.&ti=Python+Developer&vjs=3,"₹5,000 a month"
Python Developer,CyntraLabs TechLabs,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=7165e619ee2ad1e0&bb=JI6dj0W1sTiGmHflYMLtsk7LIlnhnf7WJmS9dplx7ezo3F_lfhxew_VwSwigFlmV&xkcb=SoCd67M3GymdKogI-z0KbzkdCdPP&fccid=18b477ea407ef23b&cmp=CyntraLabs&ti=Python+Developer&vjs=3,"₹4,93,653.72 - ₹10,49,221.13 a year"
Consultant,HCL Technologies,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=14996ed4fb563680&bb=JI6dj0W1sTj4OSQr5ZIArTwqIIm1UL7fCu1h3MrUW0BJKY4Zmuj5J4LHloYi7HP-&xkcb=SoC067M3GymdKogI-z0IbzkdCdPP&fccid=92a79710d9899fa9&vjs=3,Fresher
Jr. Developer/Developer (Back-end)/ Python,lepton software,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=5be5e014cd94d4a2&bb=ghVpzFJR_vFUF22JpnT21nM4fzyqgipXK9zkmR3cFN7iGLzjb-nd9V5hxlDNprir&xkcb=SoDt67M3GymdKrAI-z0IbzkdCdPP&fccid=eaa679b6ec8b09f1&vjs=3,Full-time
Full Stack Developer,Cyberx Infosystem Pvt. Ltd.,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=d94b225102f5cee7&bb=ghVpzFJR_vGDLogOzAA9Wp8mB_pWTUtGvoNo0yJIT63fs3C17KHX4dR_1h402e2a&xkcb=SoBK67M3GymdKrAI-z0NbzkdCdPP&fccid=f018febe1cb1f669&cmp=Cyberx-Infosystem-Pvt.-Ltd.&ti=Full+Stack+Developer&vjs=3,"₹15,000 - ₹50,000 a month"
Sr. Python Developer,Brimming Grace Capital Pvt Ltd,"Gurgaon, Haryana",https://in.indeed.com/rc/clk?jk=eaa91831125c2b95&bb=EpQ4Qlrwsx_SJSStiPUsyws3hmlSnQ3VoUBCfvkuj4QcMixgx9Fxa0wG8qOOwQda&xkcb=SoBL67M3Gymco_QHFR0LbzkdCdPP&fccid=01af12e849d5b8c3&cmp=Brimming-Grace-Capital-Pvt-Ltd&ti=Python+Developer&vjs=3,"₹3,10,000 - ₹7,00,000 a year"
IT Project Manager,Dentalkart,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=a55a717dd7d1b3af&bb=EpQ4Qlrwsx98yxQ-PZ69gU-8uma9g1tY5oTiAbGG4nvJ-scg8EDW7spoONIHCVDy&xkcb=SoBi67M3Gymco_QHFR0JbzkdCdPP&fccid=b3594d2d2f606976&cmp=Dentalkart&ti=IT+Project+Manager&vjs=3,"₹8,00,000 - ₹10,00,000 a year"
Software Development 5G Mobile Radio Tester - Python Developer,ROHDE & SCHWARZ GmbH & Co. KG,"Remote in New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=4dda256e2ee2ae5d&bb=ThbV5_5_oO-EL8Pp0YinSiVe7yilb-pzWR9IhIUYUHBC7lxegb4k-bpWGxv5W8DR&xkcb=SoC667M3Gymco_wHFR0KbzkdCdPP&fccid=b5c03f369c8d2b82&vjs=3,Full-time
Full Stack Python Developer,HK Ideal solutions private limited,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=1a1f1ec09368a28b&bb=ThbV5_5_oO_ZXotfW9WZxjXtZMqdLv-n8DbiKXW2Mq9nLqMjVlEHjlD40GbIG8Hm&xkcb=SoCT67M3Gymco_wHFR0IbzkdCdPP&fccid=05e0d05ae6fdf0a1&cmp=HK-Ideal-solutions-private-limited&ti=Full+Stack+Developer&vjs=3,"₹1,00,000 - ₹1,50,000 a year"
Project Manager,VASA DENTICITY LIMITED,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=262063f7f0f4eef5&bb=rXfwfv9-dm-PMGd9GYOCpWHOGWylO1I5jiqaJY_9leeQafQMkEd82X4S0vIZ_7KK&xkcb=SoCT67M3Gymco-QHFR0PbzkdCdPP&fccid=3d5f4b1808990091&vjs=3,"₹8,00,000 a year"
AI Developer,AVA Placement Services,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=0da93e296347e882&bb=rXfwfv9-dm_EZEFcuKE0eudeMFXVLNSYR3pK94JjjaOqQXFP-3x7WDELBmZhGuOt&xkcb=SoC667M3Gymco-QHFR0NbzkdCdPP&fccid=cbc624aa63ee1cf8&cmp=AVA-Placement-Services&ti=Developer&vjs=3,"Up to ₹14,00,000 a year"
Full Stack Developer,Cloudastra Technologies,"Noida, Uttar Pradesh",https://in.indeed.com/rc/clk?jk=ccd83396f2d1460d&bb=8yHKN0CSALzAM-u4lyCTBTAIFeghTqRorkiZrpshNiQSdSaVxt0l8GT_75A6paVS&xkcb=SoBY67M3Gymco-wHFR0IbzkdCdPP&fccid=6327b664ed4c7267&cmp=Cloudastra-Technologies&ti=Full+Stack+Developer&vjs=3,Full-time
Backend Developer,Vecmocon Technologies,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=7fd9242d085b9ff0&bb=8yHKN0CSALxYvtYmLPE8xN5Fg5CYoMsQOIPhYRo38oVdDLI6mfp2U01WV3h6zRsT&xkcb=SoBi67M3Gymco-wHFR0ObzkdCdPP&fccid=582854db69ff5b2c&cmp=Vecmocon-Technologies&ti=Back+End+Developer&vjs=3,"₹7,00,000 - ₹10,00,000 a year"
